user_id,question_id,time_spent_sec,question_difficulty,mcq_correct,past_correct_pct,skill_level
60,5224,45.69,5,1,0.709,3
144,9961,21.99,1,1,0.253,4
30,16372,23.63,2,1,0.331,4
271,2381,21.8,1,1,0.316,4
458,2711,22.15,2,0,0.317,4
101,11521,24.71,3,1,0.371,4
152,17030,52.61,2,0,0.41,4
492,336,35.42,3,0,0.231,5
266,158,45.6,3,1,0.672,3
51,5451,17.46,1,1,0.315,4
325,16457,26.48,2,0,0.438,4
38,15691,40.92,3,0,0.286,4
88,15258,20.33,2,1,0.527,3
248,11934,50.48,4,0,0.655,3
361,17152,32.81,3,0,0.544,3
456,17886,20.83,2,1,0.822,2
497,9905,43.4,3,1,0.598,3
306,12465,23.5,2,0,0.44,4
437,6112,8.1,1,1,0.24,5
489,129,45.75,5,0,0.795,2
173,7114,24.97,1,1,0.336,4
196,1992,17.85,2,1,0.34,4
302,14634,37.04,4,0,0.441,4
416,10164,47.98,5,0,0.34,4
417,18943,35.87,5,0,0.461,4
358,14182,47.2,3,1,0.783,2
241,5332,13.51,1,1,0.255,4
145,8207,18.09,1,1,0.443,4
278,18441,37.32,3,0,0.739,3
225,4873,31.9,2,1,0.195,5
81,1808,59.73,4,0,0.868,2
442,12094,32.02,2,0,0.44,4
102,15201,29.87,4,0,0.288,4
294,17940,37.13,3,1,0.36,4
434,9655,25.13,2,0,0.349,4
173,4172,35.78,2,1,0.336,4
361,19042,28.89,3,0,0.544,3
82,11720,15.06,1,1,0.575,3
419,15011,51.82,3,0,0.561,3
226,13819,29.19,2,0,0.637,3
23,98,52.87,3,0,0.635,3
241,1732,37.86,3,0,0.255,4
30,13235,23.77,2,1,0.331,4
397,2293,97.16,4,1,0.621,3
321,4272,19.36,2,0,0.319,4
361,4638,16.14,1,0,0.544,3
447,17231,32.32,4,0,0.689,3
16,1892,26.4,3,1,0.397,4
32,8396,54.68,3,0,0.491,4
378,6490,59.55,3,1,0.218,5
163,5977,20.38,3,0,0.535,3
135,10077,48.84,3,1,0.504,3
409,15308,24.45,4,0,0.284,4
106,12837,42.67,4,0,0.384,4
80,3715,30.79,4,1,0.806,2
20,1282,22.61,1,1,0.802,2
439,11956,45.24,4,0,0.552,3
30,946,48.71,3,0,0.331,4
3,18878,39.13,3,1,0.145,5
297,16985,52.56,5,0,0.362,4
335,7793,78.33,5,0,0.508,3
382,13442,38.18,3,1,0.513,3
136,6323,19.56,2,1,0.818,2
247,9231,24.24,2,1,0.751,2
77,13938,25.88,2,1,0.464,4
92,10890,67.72,5,0,0.738,3
334,18280,29.91,3,1,0.501,3
367,469,15.29,1,1,0.309,4
172,359,39.06,4,1,0.853,2
472,4202,29.91,2,1,0.396,4
236,354,34.84,4,0,0.194,5
345,13068,23.5,1,1,0.659,3
221,2018,45.39,2,1,0.454,4
471,18132,23.29,2,0,0.333,4
47,18517,13.65,1,1,0.43,4
251,19839,22.63,2,1,0.211,5
325,15183,59.75,4,0,0.438,4
280,10454,27.42,3,0,0.678,3
206,3087,33.71,3,0,0.775,2
448,9558,33.33,3,1,0.552,3
235,8920,25.28,3,1,0.709,3
410,1558,16.35,1,1,0.213,5
448,476,90.24,4,0,0.552,3
276,7917,15.62,1,1,0.462,4
278,10785,43.76,4,1,0.739,3
161,13636,22.94,3,0,0.551,3
288,9462,66.39,4,0,0.304,4
417,15073,21.28,2,1,0.461,4
178,816,20.76,2,1,0.619,3
393,6469,26.95,5,0,0.279,4
278,18338,7.69,1,1,0.739,3
232,5587,67.02,5,1,0.663,3
141,12029,74.23,4,1,0.491,4
163,13026,23.17,2,1,0.535,3
250,9795,23.38,2,1,0.351,4
173,17216,26.84,3,1,0.336,4
7,7169,29.91,3,0,0.217,5
79,11234,82.81,5,1,0.719,3
460,7453,28.87,2,1,0.817,2
126,11719,31.27,4,1,0.433,4
201,834,11.25,1,1,0.355,4
355,4097,28.27,3,0,0.585,3
352,2477,21.98,1,1,0.506,3
401,16073,10.46,2,1,0.575,3
146,4174,24.91,2,0,0.509,3
306,15590,22.43,2,1,0.44,4
85,13971,46.24,2,1,0.446,4
295,6640,57.85,4,1,0.6,3
277,2870,14.5,1,1,0.361,4
388,11804,49.58,4,1,0.5,3
88,19704,16.12,2,1,0.527,3
312,11588,48.58,4,1,0.508,3
371,14545,49.36,4,1,0.192,5
431,9556,38.81,3,1,0.217,5
216,10767,31.6,4,0,0.35,4
78,7115,54.35,4,1,0.57,3
131,13580,9.21,1,1,0.499,4
303,18925,51.8,5,0,0.936,1
172,2880,73.85,4,1,0.853,2
347,5999,93.76,5,0,0.585,3
466,3251,24.64,4,0,0.134,5
59,10950,8.21,1,1,0.674,3
367,8321,21.85,2,1,0.309,4
9,16099,37.48,4,1,0.915,1
140,16857,80.42,2,1,0.595,3
240,3344,9.79,1,1,0.475,4
381,12293,16.96,1,1,0.406,4
314,12713,33.99,2,0,0.33,4
333,16378,39.21,5,0,0.437,4
91,16420,26.77,2,1,0.587,3
56,4619,38.38,3,1,0.278,4
192,16465,66.44,5,0,0.718,3
291,14856,27.96,2,1,0.337,4
361,9376,76.92,4,0,0.544,3
494,191,50.35,2,0,0.384,4
184,19903,43.53,3,1,0.808,2
482,4269,43.19,5,0,0.189,5
256,13898,53.02,4,0,0.553,3
408,4376,53.85,3,0,0.332,4
267,15654,28.2,2,0,0.33,4
67,17618,89.9,5,0,0.478,4
361,14236,9.01,1,1,0.544,3
52,377,44.23,2,0,0.466,4
61,5375,40.62,2,1,0.29,4
10,9722,30.09,3,1,0.652,3
456,1122,11.54,1,0,0.822,2
115,11132,53.87,4,0,0.466,4
79,19303,30.12,2,0,0.719,3
25,6033,31.89,2,1,0.822,2
208,15565,21.97,3,0,0.143,5
398,11198,18.55,2,1,0.501,3
69,5720,83.69,4,0,0.66,3
27,16088,22.0,1,1,0.614,3
413,7266,8.08,1,1,0.638,3
13,7701,61.49,5,0,0.721,3
365,19264,23.5,2,1,0.374,4
485,3163,29.58,3,0,0.889,2
369,9841,38.94,3,1,0.572,3
347,3545,27.28,4,1,0.585,3
393,17859,33.75,4,0,0.279,4
469,4486,42.95,3,1,0.548,3
355,11435,90.22,4,0,0.585,3
367,7768,31.65,2,0,0.309,4
278,18059,20.34,1,1,0.739,3
90,16316,12.4,2,1,0.462,4
378,7791,41.55,4,0,0.218,5
119,2443,62.24,5,0,0.383,4
11,16247,35.99,2,1,0.318,4
224,11102,27.76,2,1,0.396,4
192,1035,45.65,2,1,0.718,3
111,15606,35.05,3,1,0.338,4
100,9228,35.72,3,0,0.657,3
446,4924,53.02,5,0,0.745,3
293,1473,47.17,4,0,0.418,4
312,4802,20.46,2,1,0.508,3
180,11417,25.94,2,0,0.247,5
336,17460,29.78,3,0,0.657,3
13,18384,43.89,5,0,0.721,3
64,11723,22.32,3,1,0.463,4
20,9762,42.46,3,1,0.802,2
224,14623,24.04,2,1,0.396,4
165,18271,33.29,3,0,0.584,3
326,18554,51.78,4,1,0.475,4
226,10551,20.7,3,1,0.637,3
152,10711,28.41,3,1,0.41,4
362,9271,26.24,3,1,0.628,3
359,15582,11.91,1,1,0.607,3
499,2043,40.05,2,0,0.239,5
146,4598,19.07,2,1,0.509,3
224,1736,25.06,2,1,0.396,4
298,2680,16.61,1,1,0.493,4
263,10793,23.51,2,1,0.447,4
105,5132,15.68,1,1,0.441,4
160,12738,63.74,5,1,0.275,4
139,5243,53.46,3,1,0.568,3
411,10928,31.86,3,1,0.491,4
99,19422,37.13,4,1,0.787,2
421,13602,13.86,1,1,0.45,4
46,6874,13.78,2,1,0.634,3
128,8287,40.19,3,0,0.31,4
78,8342,25.0,2,1,0.57,3
173,6776,56.79,5,0,0.336,4
122,6653,28.4,5,0,0.731,3
344,16253,23.11,2,1,0.542,3
155,16366,26.49,1,1,0.36,4
266,5565,22.66,2,1,0.672,3
500,10823,14.45,1,1,0.332,4
253,10591,61.94,5,0,0.552,3
457,14817,24.83,1,1,0.459,4
135,10529,48.03,4,0,0.504,3
383,2793,12.26,2,0,0.587,3
334,13884,13.76,1,1,0.501,3
299,7161,34.16,3,1,0.478,4
311,12281,16.14,1,0,0.552,3
229,14030,75.47,4,0,0.651,3
125,16766,35.7,2,1,0.726,3
333,1160,18.71,2,1,0.437,4
367,11039,45.42,3,1,0.309,4
415,10966,19.15,2,0,0.563,3
333,1427,21.24,2,1,0.437,4
390,18647,29.83,2,1,0.284,4
168,14764,19.19,2,0,0.329,4
395,9678,17.47,1,1,0.451,4
7,5876,36.69,3,0,0.217,5
202,13411,10.3,1,1,0.353,4
438,1898,22.28,2,1,0.382,4
149,16105,15.99,2,0,0.514,3
185,19892,18.82,2,1,0.616,3
192,4090,38.78,3,1,0.718,3
181,18504,11.81,2,0,0.122,5
64,19809,18.79,3,1,0.463,4
185,18655,18.34,2,0,0.616,3
213,6200,31.26,2,1,0.499,4
465,17537,24.82,3,0,0.614,3
33,754,34.67,5,0,0.23,5
462,6640,29.17,2,0,0.075,5
280,3429,12.15,2,1,0.678,3
105,14672,35.78,2,0,0.441,4
8,5494,36.98,3,1,0.824,2
204,19625,22.53,2,1,0.465,4
397,14972,31.68,3,1,0.621,3
352,9026,15.21,1,1,0.506,3
321,8692,13.65,3,0,0.319,4
73,19232,167.11,5,0,0.322,4
419,6963,19.71,2,0,0.561,3
91,4170,30.01,4,1,0.587,3
50,2381,54.96,2,0,0.532,3
351,200,16.44,1,1,0.347,4
248,7255,27.17,3,1,0.655,3
14,12231,17.77,1,0,0.358,4
221,16889,34.77,3,1,0.454,4
329,5581,20.13,4,0,0.412,4
360,12194,31.99,3,0,0.763,2
354,18170,31.43,3,0,0.53,3
189,6906,27.67,3,0,0.142,5
134,16861,45.28,3,1,0.338,4
7,11789,32.83,3,1,0.217,5
70,18655,41.46,2,1,0.166,5
314,947,22.15,2,1,0.33,4
490,9161,26.35,4,1,0.418,4
20,19019,32.65,3,1,0.802,2
496,412,24.7,4,1,0.683,3
54,154,14.63,2,1,0.223,5
195,16228,42.53,3,0,0.544,3
303,8412,23.31,2,1,0.936,1
365,8136,50.49,4,1,0.374,4
370,14243,81.29,5,0,0.592,3
416,17502,25.26,2,0,0.34,4
285,13509,26.79,4,0,0.22,5
390,14066,36.33,4,0,0.284,4
218,10222,26.59,3,0,0.586,3
98,242,39.66,4,0,0.599,3
157,9487,45.12,3,1,0.656,3
66,9793,34.25,4,0,0.427,4
219,671,19.93,2,1,0.15,5
395,14290,51.91,4,0,0.451,4
105,9397,25.91,3,1,0.441,4
234,2731,54.88,3,0,0.86,2
288,8574,16.51,1,1,0.304,4
449,6780,54.44,3,0,0.697,3
416,10849,29.3,2,1,0.34,4
427,15905,62.96,4,0,0.49,4
53,7002,54.39,4,0,0.05,5
426,19058,56.11,4,0,0.265,4
99,9525,22.56,2,0,0.787,2
70,7915,26.7,3,0,0.166,5
366,9932,19.66,1,1,0.248,5
141,2140,28.44,2,1,0.491,4
426,14169,11.34,2,1,0.265,4
339,14649,24.44,2,1,0.847,2
372,118,53.23,4,1,0.635,3
88,18781,40.62,2,1,0.527,3
325,12410,25.3,3,1,0.438,4
425,15816,43.57,3,1,0.418,4
192,3624,63.23,4,1,0.718,3
39,17283,34.35,3,0,0.483,4
102,9657,22.1,2,1,0.288,4
484,3562,23.36,2,1,0.659,3
392,18508,40.7,3,0,0.291,4
81,4080,47.82,4,0,0.868,2
141,1148,94.7,4,0,0.491,4
48,10086,27.81,5,0,0.738,3
142,6313,37.24,3,1,0.244,5
134,13523,49.6,3,1,0.338,4
448,8243,36.91,4,1,0.552,3
417,6811,18.66,3,0,0.461,4
361,7444,13.1,1,0,0.544,3
270,12727,71.22,3,1,0.479,4
43,1231,31.04,2,0,0.412,4
309,10506,68.57,4,0,0.606,3
358,14058,15.36,1,1,0.783,2
366,13604,28.5,3,1,0.248,5
282,1998,24.51,3,1,0.453,4
200,19665,53.74,4,0,0.661,3
415,7866,16.57,2,1,0.563,3
145,3757,50.2,5,0,0.443,4
260,12454,59.02,5,0,0.751,2
235,1243,18.08,2,1,0.709,3
219,5261,38.37,4,0,0.15,5
313,17199,33.42,3,0,0.627,3
292,16033,41.42,4,0,0.84,2
289,13497,18.71,4,1,0.848,2
330,17474,20.52,3,1,0.86,2
358,9298,42.16,2,0,0.783,2
42,16645,44.54,3,1,0.145,5
55,3237,24.03,2,0,0.61,3
248,17383,33.6,3,1,0.655,3
337,798,12.64,2,1,0.379,4
413,5981,44.22,3,0,0.638,3
479,8703,23.5,2,1,0.711,3
453,7906,35.07,2,1,0.729,3
229,19542,12.37,2,0,0.651,3
62,8491,20.14,2,0,0.462,4
114,19659,24.1,2,1,0.65,3
499,7368,54.58,4,0,0.239,5
276,15853,30.88,3,1,0.462,4
359,16836,20.98,1,1,0.607,3
353,18147,23.54,3,1,0.523,3
189,16174,40.61,2,1,0.142,5
421,2198,49.26,3,1,0.45,4
441,2108,40.8,3,0,0.439,4
350,16883,28.5,4,1,0.611,3
321,11438,25.59,3,1,0.319,4
397,7961,37.23,3,0,0.621,3
246,15528,37.92,4,0,0.418,4
279,4518,37.29,4,1,0.388,4
355,18608,39.73,2,1,0.585,3
133,17423,27.96,2,0,0.377,4
281,16072,61.28,5,0,0.52,3
268,7675,25.39,2,0,0.213,5
421,18937,35.6,3,1,0.45,4
243,17692,38.86,3,1,0.369,4
295,884,40.96,3,1,0.6,3
196,18809,22.89,2,0,0.34,4
463,5173,51.82,3,1,0.39,4
156,14760,12.83,1,1,0.779,2
337,16626,33.93,4,0,0.379,4
232,11963,15.15,2,1,0.663,3
322,3618,76.78,5,0,0.104,5
223,13876,31.17,5,0,0.169,5
257,15347,26.62,2,1,0.54,3
26,15263,28.72,3,0,0.313,4
236,17534,50.04,5,0,0.194,5
459,17988,27.68,3,0,0.758,2
19,14085,21.11,2,1,0.277,4
260,1840,49.59,4,1,0.751,2
147,19557,30.09,3,1,0.459,4
238,15214,14.15,3,1,0.633,3
499,10057,21.3,2,1,0.239,5
158,11635,13.97,1,0,0.596,3
453,18354,22.11,1,0,0.729,3
382,3273,70.4,5,0,0.513,3
206,7729,55.73,3,1,0.775,2
410,3856,89.06,5,0,0.213,5
249,10702,74.58,5,0,0.497,4
158,7579,27.91,2,1,0.596,3
173,15383,76.35,4,0,0.336,4
60,12752,26.06,2,0,0.709,3
231,856,55.87,4,0,0.575,3
206,1895,34.4,3,0,0.775,2
388,3940,67.54,2,0,0.5,3
1,19633,30.57,3,0,0.213,5
169,13089,31.01,3,1,0.484,4
358,8967,36.88,3,1,0.783,2
452,16554,23.23,2,1,0.209,5
381,3674,46.99,4,0,0.406,4
22,8725,39.25,4,0,0.757,2
499,1081,76.32,4,1,0.239,5
116,15741,42.61,3,1,0.278,4
390,17704,36.99,3,0,0.284,4
357,3602,27.12,2,1,0.233,5
390,17064,27.35,2,1,0.284,4
86,3935,40.68,4,1,0.413,4
410,19944,22.34,3,1,0.213,5
310,1892,17.57,1,1,0.696,3
299,5991,69.04,5,0,0.478,4
492,14963,57.71,4,1,0.231,5
324,4298,19.07,4,0,0.715,3
441,711,44.37,2,1,0.439,4
377,306,37.35,4,0,0.739,3
500,12799,29.81,3,0,0.332,4
163,19214,24.16,3,0,0.535,3
101,4885,43.49,4,0,0.371,4
470,6599,38.13,3,0,0.341,4
384,16665,13.51,2,0,0.467,4
214,372,24.53,2,1,0.728,3
339,12410,29.68,3,0,0.847,2
70,17108,66.55,5,1,0.166,5
37,9601,51.62,4,0,0.35,4
223,8642,33.92,4,0,0.169,5
81,3295,43.62,4,0,0.868,2
204,1527,18.23,1,1,0.465,4
398,856,17.76,1,1,0.501,3
335,14913,30.22,2,0,0.508,3
370,2236,6.34,1,0,0.592,3
148,12320,43.69,4,1,0.37,4
349,13346,11.24,2,1,0.334,4
495,840,22.17,2,1,0.771,2
200,15437,51.45,4,0,0.661,3
339,15912,16.86,1,1,0.847,2
97,4764,16.03,2,1,0.678,3
166,7532,27.39,2,1,0.286,4
200,5519,35.06,3,0,0.661,3
125,9403,28.41,3,1,0.726,3
407,19896,42.05,3,0,0.721,3
344,7183,39.71,3,0,0.542,3
40,408,52.03,4,0,0.662,3
500,19440,23.99,2,1,0.332,4
340,13519,18.17,2,0,0.406,4
179,357,55.92,3,1,0.655,3
27,7191,31.52,4,0,0.614,3
471,3179,33.73,3,0,0.333,4
375,5841,99.17,4,0,0.406,4
138,527,43.85,2,1,0.578,3
29,15397,14.84,1,1,0.443,4
384,8629,18.79,2,1,0.467,4
246,11252,21.72,1,1,0.418,4
293,8895,87.81,5,0,0.418,4
233,19319,32.34,3,0,0.368,4
205,16969,38.28,4,1,0.521,3
431,8563,32.44,4,0,0.217,5
117,16276,19.07,2,0,0.574,3
271,14459,18.55,1,1,0.316,4
118,12590,11.39,1,1,0.324,4
100,628,36.82,4,0,0.657,3
424,10063,57.24,4,0,0.28,4
71,17207,57.25,4,0,0.518,3
190,2986,20.84,2,0,0.487,4
26,15714,43.16,5,0,0.313,4
365,1584,20.87,1,1,0.374,4
315,18745,34.79,3,1,0.748,3
107,15876,6.38,1,1,0.479,4
147,13665,35.56,3,1,0.459,4
189,2668,34.9,4,0,0.142,5
45,15026,31.12,2,1,0.342,4
335,14841,14.15,1,0,0.508,3
483,3501,34.2,4,1,0.205,5
302,12011,24.79,3,0,0.441,4
147,10611,28.62,3,1,0.459,4
211,15581,48.68,4,0,0.436,4
251,13952,112.75,5,0,0.211,5
350,13620,30.84,4,0,0.611,3
31,3839,42.07,4,1,0.782,2
403,1291,16.1,2,1,0.693,3
23,7314,22.97,3,0,0.635,3
499,10403,33.49,3,0,0.239,5
287,9447,34.42,3,1,0.77,2
243,1770,27.03,2,1,0.369,4
44,5365,15.63,2,1,0.377,4
260,13838,44.82,2,1,0.751,2
261,11337,34.85,3,0,0.859,2
436,18941,29.51,3,0,0.485,4
71,13132,30.36,2,1,0.518,3
143,17630,50.44,4,0,0.778,2
242,1697,28.59,1,1,0.504,3
474,17734,15.22,2,1,0.533,3
297,5939,58.44,3,1,0.362,4
408,16659,47.07,4,1,0.332,4
221,3457,21.4,1,1,0.454,4
49,12740,42.1,2,0,0.339,4
295,7420,9.36,1,1,0.6,3
74,2241,49.21,4,0,0.736,3
499,13329,42.96,2,1,0.239,5
472,12144,17.36,3,0,0.396,4
352,3406,28.2,3,0,0.506,3
192,13184,20.13,2,1,0.718,3
346,11033,32.84,3,1,0.67,3
161,16657,18.29,3,1,0.551,3
21,14959,58.62,3,0,0.455,4
410,9094,5.63,1,1,0.213,5
363,12456,38.04,5,0,0.378,4
244,6667,30.58,3,1,0.798,2
58,11738,26.14,2,1,0.587,3
245,9158,35.56,4,0,0.69,3
238,18284,36.92,2,1,0.633,3
328,19615,41.29,5,1,0.447,4
201,4627,22.28,3,1,0.355,4
96,7588,46.03,2,1,0.578,3
13,1039,15.79,2,0,0.721,3
254,13811,42.11,5,1,0.717,3
270,4077,26.63,3,1,0.479,4
468,13633,14.87,1,1,0.712,3
183,9089,35.9,4,0,0.402,4
437,15765,34.83,1,1,0.24,5
445,16839,37.79,4,0,0.349,4
189,510,15.53,1,1,0.142,5
309,13022,31.22,2,0,0.606,3
56,16506,21.52,2,0,0.278,4
259,13170,89.39,5,0,0.668,3
330,6390,38.53,3,1,0.86,2
432,1190,40.18,4,0,0.486,4
278,1489,83.05,4,0,0.739,3
489,8210,42.06,3,1,0.795,2
395,3577,14.6,3,1,0.451,4
309,2742,30.88,2,1,0.606,3
197,10505,23.01,3,1,0.667,3
445,14861,37.11,4,0,0.349,4
440,1693,55.69,3,1,0.317,4
8,14592,43.38,5,0,0.824,2
376,14595,35.6,4,0,0.598,3
447,12920,65.24,3,0,0.689,3
253,13336,14.15,1,1,0.552,3
33,10448,27.38,2,1,0.23,5
200,14190,57.82,4,0,0.661,3
151,12823,70.85,5,0,0.403,4
5,15958,26.05,3,0,0.498,4
317,14844,44.88,3,0,0.221,5
478,15252,22.26,2,0,0.444,4
89,12056,17.31,1,1,0.22,5
150,971,15.97,2,1,0.785,2
398,18335,40.9,3,1,0.501,3
157,2043,35.42,4,0,0.656,3
359,16843,26.45,3,1,0.607,3
105,11949,26.24,2,0,0.441,4
297,8908,54.56,3,0,0.362,4
219,18679,27.27,4,0,0.15,5
197,16009,39.05,3,0,0.667,3
127,9598,39.53,2,1,0.365,4
307,15661,54.63,5,0,0.5,4
41,16213,32.64,3,1,0.767,2
221,6770,21.55,3,1,0.454,4
309,14676,16.84,1,1,0.606,3
68,1344,16.83,2,1,0.704,3
50,16693,63.06,4,1,0.532,3
264,291,25.99,2,1,0.449,4
372,3269,48.46,3,1,0.635,3
239,5573,38.07,3,0,0.568,3
102,13797,45.0,4,0,0.288,4
118,7730,27.49,1,0,0.324,4
159,17871,30.46,3,1,0.254,4
137,15787,55.27,5,0,0.403,4
407,1125,24.12,2,1,0.721,3
232,10940,32.49,2,1,0.663,3
485,15565,10.92,1,1,0.889,2
308,90,23.73,2,1,0.688,3
200,13266,16.71,1,1,0.661,3
4,12118,71.52,3,0,0.404,4
40,17934,24.81,4,0,0.662,3
74,17535,28.34,1,1,0.736,3
18,6340,78.64,4,0,0.576,3
85,10859,27.61,4,0,0.446,4
460,19082,24.94,3,1,0.817,2
484,6056,23.41,3,1,0.659,3
118,4727,14.9,2,1,0.324,4
200,13665,16.21,1,1,0.661,3
242,10784,38.97,2,0,0.504,3
414,7407,29.71,3,1,0.778,2
95,7118,85.5,5,0,0.449,4
419,4972,67.24,5,0,0.561,3
19,19625,18.28,2,0,0.277,4
467,17641,27.62,3,0,0.505,3
191,19004,22.24,2,0,0.274,4
223,5815,62.84,3,0,0.169,5
120,13593,35.63,4,0,0.703,3
191,19644,36.93,4,0,0.274,4
362,7392,75.89,2,1,0.628,3
490,17056,23.45,2,1,0.418,4
270,3387,12.82,1,1,0.479,4
91,18995,29.33,4,0,0.587,3
185,12380,41.01,5,0,0.616,3
6,1373,35.57,4,0,0.582,3
216,4593,62.23,4,0,0.35,4
57,4400,75.08,5,0,0.685,3
141,13960,34.87,3,1,0.491,4
392,9281,28.41,3,0,0.291,4
236,1798,32.43,2,1,0.194,5
66,17763,36.3,3,0,0.427,4
475,9229,20.78,2,1,0.823,2
411,6560,34.76,2,1,0.491,4
466,17697,37.05,3,0,0.134,5
488,4133,19.88,1,0,0.384,4
220,11320,36.61,3,0,0.724,3
241,16866,35.13,3,1,0.255,4
61,13151,19.85,1,1,0.29,4
26,13752,59.21,4,0,0.313,4
340,4077,65.35,4,0,0.406,4
470,15661,75.87,5,0,0.341,4
169,4886,17.18,1,1,0.484,4
403,18308,32.35,3,1,0.693,3
299,5308,81.35,5,0,0.478,4
191,14058,20.86,3,0,0.274,4
82,1928,32.89,2,0,0.575,3
419,19786,51.26,4,0,0.561,3
198,10012,56.19,3,1,0.511,3
150,12691,29.24,2,1,0.785,2
442,13059,55.06,4,0,0.44,4
472,8697,39.98,3,0,0.396,4
367,15232,19.65,1,1,0.309,4
284,9140,37.61,2,1,0.746,3
245,2661,29.28,3,1,0.69,3
185,15149,52.65,4,0,0.616,3
117,8817,60.95,4,0,0.574,3
247,359,32.56,2,1,0.751,2
237,787,20.89,3,1,0.287,4
73,16838,22.61,3,0,0.322,4
193,628,46.96,4,1,0.416,4
257,16080,18.07,1,1,0.54,3
296,13087,11.56,1,1,0.487,4
465,16086,36.55,4,0,0.614,3
163,9530,27.41,3,0,0.535,3
388,8692,37.32,3,0,0.5,3
453,17203,24.55,1,1,0.729,3
277,16380,46.14,5,0,0.361,4
311,6539,53.54,3,1,0.552,3
34,13544,21.02,1,0,0.347,4
393,15645,20.09,2,1,0.279,4
324,15580,53.17,4,0,0.715,3
8,941,46.08,2,1,0.824,2
453,6144,30.05,3,1,0.729,3
280,17999,12.65,1,1,0.678,3
13,16650,20.52,2,1,0.721,3
319,45,28.05,4,1,0.673,3
465,708,69.04,5,0,0.614,3
172,16020,30.94,2,1,0.853,2
354,5077,31.93,2,1,0.53,3
494,14062,43.56,3,0,0.384,4
322,4455,20.53,2,1,0.104,5
43,10496,52.31,4,1,0.412,4
234,898,20.43,1,1,0.86,2
454,11372,23.41,2,1,0.723,3
146,12760,29.9,4,0,0.509,3
192,16679,46.35,3,1,0.718,3
108,15875,37.07,3,0,0.402,4
388,4696,46.4,5,0,0.5,3
107,17425,46.2,5,0,0.479,4
315,11312,16.52,2,1,0.748,3
250,17937,31.2,3,1,0.351,4
173,6782,32.08,2,1,0.336,4
391,8125,58.03,3,0,0.45,4
418,4593,35.03,3,0,0.748,3
366,16733,35.29,3,1,0.248,5
494,7567,22.34,2,0,0.384,4
246,11022,10.5,1,0,0.418,4
429,3482,35.4,3,0,0.575,3
274,7126,46.64,3,1,0.582,3
309,18285,39.8,2,1,0.606,3
400,5006,16.39,2,1,0.543,3
328,15186,22.75,3,1,0.447,4
121,9236,37.64,4,0,0.789,2
118,4757,29.94,3,1,0.324,4
300,6284,15.38,2,1,0.23,5
402,18068,20.83,1,0,0.465,4
332,16563,25.35,2,0,0.592,3
346,9196,22.53,1,1,0.67,3
198,8203,45.76,2,0,0.511,3
270,15747,46.51,4,0,0.479,4
11,5768,12.7,1,1,0.318,4
110,17707,72.13,4,0,0.563,3
378,17422,9.18,1,0,0.218,5
344,1085,23.74,3,1,0.542,3
416,4141,35.01,5,0,0.34,4
389,15639,29.22,2,1,0.377,4
308,6189,46.14,4,0,0.688,3
467,9835,10.78,1,1,0.505,3
410,5948,16.64,2,1,0.213,5
290,19561,46.45,5,1,0.59,3
435,4196,15.28,2,1,0.303,4
258,7605,45.81,3,0,0.272,4
495,10339,43.18,3,0,0.771,2
129,10475,55.51,4,1,0.658,3
17,9505,66.99,2,1,0.276,4
404,16680,47.23,5,0,0.508,3
288,7815,20.15,3,1,0.304,4
435,10340,23.29,2,0,0.303,4
380,2939,15.56,1,1,0.787,2
398,7509,44.04,3,0,0.501,3
106,1120,45.05,4,0,0.384,4
14,7056,18.51,3,1,0.358,4
135,12372,18.72,1,1,0.504,3
373,6418,28.85,3,1,0.7,3
388,9106,36.36,4,0,0.5,3
500,91,9.54,1,1,0.332,4
320,15128,13.28,1,1,0.651,3
67,16951,15.58,2,1,0.478,4
431,11096,59.2,4,0,0.217,5
434,14367,36.79,3,0,0.349,4
124,12749,59.25,3,1,0.695,3
243,16665,15.51,1,1,0.369,4
355,6834,13.85,2,0,0.585,3
15,15485,100.03,5,0,0.81,2
466,11061,27.95,2,0,0.134,5
193,555,26.78,1,1,0.416,4
221,10550,64.44,4,1,0.454,4
111,10747,36.92,3,1,0.338,4
102,8236,17.68,1,1,0.288,4
158,19862,28.61,2,1,0.596,3
289,18260,6.43,1,1,0.848,2
158,10864,31.16,4,1,0.596,3
7,8933,45.57,4,1,0.217,5
406,3755,35.9,5,0,0.614,3
299,672,30.12,3,1,0.478,4
327,6569,46.58,5,0,0.396,4
156,7548,40.55,2,0,0.779,2
448,7436,13.9,1,1,0.552,3
495,4448,17.08,2,1,0.771,2
469,14192,15.86,3,1,0.548,3
324,4972,21.14,2,0,0.715,3
412,10160,31.97,3,0,0.211,5
284,13391,16.03,2,1,0.746,3
293,16765,9.62,1,0,0.418,4
248,13387,39.09,4,0,0.655,3
308,10794,33.05,2,0,0.688,3
114,9311,24.6,2,1,0.65,3
283,991,28.51,3,0,0.535,3
51,4486,64.99,3,1,0.315,4
311,9349,34.81,3,0,0.552,3
480,12572,38.95,2,1,0.68,3
295,18948,30.91,3,1,0.6,3
427,344,36.86,3,1,0.49,4
365,4877,17.23,2,1,0.374,4
58,442,19.98,2,1,0.587,3
345,6038,48.71,5,0,0.659,3
295,5367,34.19,2,1,0.6,3
99,18018,14.05,2,1,0.787,2
102,14830,42.25,3,0,0.288,4
87,6867,52.22,4,0,0.519,3
219,3478,22.75,3,0,0.15,5
